ATEX__c,Availability__c,BRAND__c,CUTR__c,CurrencyIsoCode,Description__c,FA_Combo__c,GasGroup__c,MaxMAWP__c,NACE__c,OP_Percent__c,PED__c,PTC__c,PosCMethod__c,PosDir__c,PosEffDia__c,PosFullOP__c,PosIntMethod__c,PosLoad__c,PosMinOP__c,SZC__c,VacCMethod__c,VacDir__c,VacEffDia__c,VacFullOP__c,VacIntMethod__c,VacLoad__c,VacMinOP__c,Venting__c
Y,A,Groth-Future,Y,USD,"12"" 12FTS00",N,6,30,Y,10,Y,17FTS00,NA,Y,11.938,10,Power,S,10,12,,N,,, ,N,,PA
N,A,Groth,Y,USD,"12"" 1261A/7618",Y,0,30,Y,100,N,1261A/7618,C1,Y,12,100,Power,S,50,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1200-FA1",Y,2,30,Y,100,N,1200-FA1,C3,Y,12,100,Linear,W,50,12,C3,Y,12,100,Linear,W,50,FV
N,A,Groth,Y,USD,"12"" 1300A/7618",Y,0,30,Y,100,N,1300A/7618,,N,,,,N,,12,C3,Y,12,100,Linear,W,50,FV
N,A,Groth,Y,USD,"12"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,12,100,Power,W,10,12,C1,Y,12,100,Power,S,20,PA
N,A,Groth,Y,USD,"12"" 1223A Fiberglass",N,0,30,N,100,N,1223A Fiberglass,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,PA
Y,A,Groth,Y,USD,"12"" 2301A Fiberglass",N,6,30,N,100,N,2301A Fiberglass,C1,Y,12,100,Power,S,20,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1203-FA1",Y,2,30,Y,100,N,1203-FA1,C1,Y,12,100,Power,S,50,12,C1,Y,12,100,Power,S,50,FV
Y,A,Groth,Y,USD,"12"" 1460",N,6,30,Y,10,Y,1460,NA,Y,12,10,Linear,P,10,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,12,100,Power,W,10,12,C3,Y,12,100,Power,W,10,FV
N,A,Groth,Y,USD,"12"" 8802A",Y,0,30,Y,100,N,8802A,C3,Y,12,100,Linear,W,50,12,C1,Y,12,100,Power,S,50,FV
N,A,Groth,Y,USD,"12"" 1203A Fiberglass",N,0,30,N,100,N,1203A Fiberglass,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,FV
N,A,Groth,Y,USD,"12"" 8821A",Y,0,30,Y,100,N,8821A,C1,Y,12,100,Power,S,50,12,C3,Y,12,100,Linear,W,50,PA
Y,A,Groth,Y,USD,"12"" 1201B Fiberglass",N,6,30,N,100,N,1201B Fiberglass,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,F,10,FV
N,A,Groth,Y,USD,"12"" 8820A",Y,0,30,Y,100,N,8820A,C3,Y,12,100,Linear,W,50,12,C3,Y,12,100,Linear,W,50,PA
Y,A,LVA,Y,USD,"12"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,12,100,Power,W,10,12,C3,Y,12,100,Power,W,10,FV
N,A,Groth,Y,USD,"12"" 2300A/7618",Y,0,30,Y,100,N,2300A/7618,C3,Y,12,100,Power,W,50,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1400",N,6,30,Y,100,Y,1400,NA,Y,12,10,Linear,P,10,12,C3,Y,12,100,Power,W,10,FV
Y,A,LVA,Y,USD,"12"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,12,C3,Y,10,100,Power,W,10,FV
N,A,LVA,Y,USD,"12"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,FV
N,A,LVA,Y,USD,"12"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,12,100,Power,W,10,12,C1,Y,12,100,Power,S,20,PA
Y,A,Groth,Y,USD,"12"" 14ETPW0",N,6,30,Y,10,Y,14ETPW0,NA,Y,11.938,10,Linear,P,10,12,NA,Y,11.938,10,Linear,W,10,FV
Y,A,Groth,Y,USD,"12"" 14FTPW0",N,6,30,Y,10,Y,14FTPW0,NA,Y,11.938,10,Linear,P,10,12,NA,Y,11.938,10,Linear,W,10,PA
Y,A,Groth,Y,USD,"12"" 14ETP00",N,6,30,Y,10,Y,14ETP00,NA,Y,11.938,10,Linear,P,10,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 14FTP00",N,6,30,Y,10,Y,14FTP00,NA,Y,11.938,10,Linear,P,10,12,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"12"" 12ETWW0",N,6,30,Y,10,Y,12ETWW0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"12"" 12FTWW0",N,6,30,Y,10,Y,12FTWW0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"12"" 12FTW00",N,6,30,Y,10,Y,12FTW00,NA,Y,11.938,10,Linear,W,10,12,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"12"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,12,NA,Y,11.938,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"12"" 13ST0W0",N,6,30,Y,10,Y,13ST0W0,,N,,,,N,,12,NA,Y,11.938,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"12"" 17FTWW0",N,6,30,Y,10,Y,17FTWW0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"12"" 17FTW00",N,6,30,Y,10,Y,17FTW00,NA,Y,11.938,10,Linear,W,10,12,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"12"" 23ETW00",N,6,30,Y,10,N,23ETW00,NA,Y,11.938,10,Linear,W,10,12,,N,,,,N,,FV
N,A,Groth-Future,Y,USD,"12"" 88EHWWD",Y,0,30,Y,100,N,88EHWWD,88EHWWD:12:28:Pos,Y,11.938,100,Linear,W,50,12,88EHWWD:12:28:Vac,Y,11.938,100,Linear,W,50,FV
N,A,Groth-Future,Y,USD,"12"" 88FHWWD",Y,0,30,Y,100,N,88FHWWD,88FHWWD:12:28:Pos,Y,11.938,100,Linear,W,50,12,88FHWWD:12:28:Vac,Y,11.938,100,Linear,W,50,PA
Y,A,Groth-Future,Y,USD,"12"" 12ETSW0",N,6,30,Y,10,Y,12ETSW0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"12"" 12ETWS0",N,6,30,Y,10,Y,12ETWS0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"12"" 12ETSS0",N,6,30,Y,10,Y,12ETSS0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"12"" 12FTSW0",N,6,30,Y,10,Y,12FTSW0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"12"" 12FTWS0",N,6,30,Y,10,Y,12FTWS0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"12"" 12FTSS0",N,6,30,Y,10,Y,12FTSS0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"12"" 12FTS00",N,6,30,Y,10,Y,12FTS00,NA,Y,11.938,10,Power,S,10,12,,N,,, ,N,,PA
N,A,Groth,Y,USD,"12"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,FV
Y,A,LVA,Y,USD,"12"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,12,100,Power,W,10,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,W,10,FV
N,A,Groth,Y,USD,"12"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,12,100,Power,W,10,12,C1,Y,12,100,Power,S,20,FV
N,A,Groth,Y,USD,"12"" 1301A/7618",Y,0,30,Y,100,N,1301A/7618,,N,,,,N,,12,C1,Y,12,100,Power,S,50,FV
N,A,Groth,Y,USD,"12"" 8823A",Y,0,30,Y,100,N,8823A,C1,Y,12,100,Power,S,50,12,C1,Y,12,100,Power,S,50,PA
Y,A,Groth,Y,USD,"12"" 1260A Fiberglass",N,6,30,N,100,N,1260A Fiberglass,C3,Y,12,100,Power,F,10,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,12,100,Power,W,10,12,C3,Y,12,100,Power,W,10,PA
Y,A,Groth,Y,USD,"12"" 2300A Fiberglass",N,6,30,N,100,N,2300A Fiberglass,C3,Y,12,100,Power,F,10,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,12,100,Power,S,20,12,,N,,,,N,,PA
Y,A,LVA,Y,USD,"12"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,12,100,Power,S,20,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,12,C1,Y,12,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 1360-FA1",Y,2,30,Y,100,N,1360-FA1,,N,,,,N,,12,C3,Y,10,100,Power,W,50,FV
Y,A,LVA,Y,USD,"12"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,12,C1,Y,12,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 1301A Fiberglass",N,6,30,N,100,N,1301A Fiberglass,,N,,,,N,,12,C1,Y,12,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,12,C3,Y,10,100,Power,W,10,FV
Y,A,Groth,Y,USD,"14"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,14,C3,Y,12,100,Power,W,10,FV
Y,A,Groth,Y,USD,"14"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,14,C1,Y,12,100,Power,S,20,FV
Y,A,LVA,Y,USD,"14"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,14,C1,Y,12,100,Power,S,20,FV
Y,A,Groth-Future,Y,USD,"14"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,14,NA,Y,13.25,10,Linear,W,10,FV
Y,A,LVA,Y,USD,"14"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,14,C3,Y,12,100,Power,W,10,FV
Y,A,Groth,Y,USD,"16"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,15.5,100,Power,D,10,16,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"16"" 2100",N,6,30,Y,100,N,2100,C1,Y,15.5,100,Linear,S,20,16,,N,,,,N,,FV
Y,A,Groth-Future,Y,USD,"16"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,16,NA,Y,15.25,10,Linear,W,10,FV
Y,A,LVA,Y,USD,"16"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,15.5,100,Power,W,10,16,,N,,,,N,,FV
Y,A,Groth,Y,USD,"16"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,15.5,100,Power,D,10,16,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"16"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,15.5,100,Power,D,10,16,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"16"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,15.5,100,Power,W,10,16,,N,,,,N,,FV
Y,A,LVA,Y,USD,"16"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,15.5,100,Power,D,10,16,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"16"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,15.5,100,Power,W,10,16,,N,,,,N,,FV
Y,A,LVA,Y,USD,"16"" 2100",N,6,30,Y,100,N,2100,C1,Y,15.5,100,Linear,S,20,16,,N,,,,N,,FV
Y,A,Groth,Y,USD,"16"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,15.5,100,Power,W,10,16,,N,,,,N,,FV
N,A,Groth,Y,USD,"16"" 2000A Fiberglass",N,0,5,N,100,N,2000A Fiberglass,C4,Y,15.5,100,Power,F,10,16,,N,,,,N,,FV
Y,A,LVA,Y,USD,"20"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,19.5,100,Power,D,10,20,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"20"" 2100",N,6,30,Y,100,N,2100,C1,Y,19.5,100,Linear,S,20,20,,N,,,,N,,FV
Y,A,Groth,Y,USD,"20"" 2100",N,6,30,Y,100,N,2100,C1,Y,19.5,100,Linear,S,20,20,,N,,,,N,,FV
N,A,LVA,Y,USD,"20"" 2050A Fiberglass",N,0,5,N,100,N,2050A Fiberglass,C4,Y,19.5,100,Power,F,10,20,C1,Y,8,100,Power,S,20,FV
N,A,Groth,Y,USD,"20"" 2050A Fiberglass",N,0,5,N,100,N,2050A Fiberglass,C4,Y,19.5,100,Power,F,10,20,C1,Y,8,100,Power,S,20,FV
N,A,Groth,Y,USD,"20"" 2000A Fiberglass",N,0,5,N,100,N,2000A Fiberglass,C4,Y,19.5,100,Power,F,10,20,,N,,,,N,,FV
Y,A,Groth,Y,USD,"20"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,19.5,100,Power,D,10,20,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"20"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,19.5,100,Power,D,10,20,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"20"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,19.5,100,Power,W,10,20,,N,,,,N,,FV
Y,A,Groth,Y,USD,"20"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,19.5,100,Power,D,10,20,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"20"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,19.5,100,Power,W,10,20,,N,,,,N,,FV
Y,A,Groth,Y,USD,"20"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,19.5,100,Power,W,10,20,,N,,,,N,,FV
Y,A,LVA,Y,USD,"20"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,19.5,100,Power,W,10,20,,N,,,,N,,FV
Y,A,LVA,Y,USD,"24"" 2100",N,6,30,Y,100,N,2100,C1,Y,23.5,100,Linear,S,20,24,,N,,,,N,,FV
Y,A,Groth,Y,USD,"24"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,23.5,100,Power,D,10,24,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"24"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,23.5,100,Power,W,10,24,,N,,,,N,,FV
Y,A,Groth,Y,USD,"24"" 2100",N,6,30,Y,100,N,2100,C1,Y,23.5,100,Linear,S,20,24,,N,,,,N,,FV
Y,A,LVA,Y,USD,"24"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,23.5,100,Power,D,10,24,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"24"" 2450A",N,6,5,Y,100,N,2450A,C4,Y,23.5,100,Power,D,10,24,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"24"" 2050A",N,6,5,Y,100,N,2050A,C4,Y,23.5,100,Power,D,10,24,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"24"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,23.5,100,Power,W,10,24,,N,,,,N,,FV
N,A,Groth,Y,USD,"24"" 2000A Fiberglass",N,0,5,N,100,N,2000A Fiberglass,C4,Y,23.5,100,Power,F,10,24,,N,,,,N,,FV
N,A,Groth,Y,USD,"24"" 2050A Fiberglass",N,0,5,N,100,N,2050A Fiberglass,C4,Y,23.5,100,Power,F,10,24,C1,Y,8,100,Power,S,20,FV
N,A,LVA,Y,USD,"24"" 2050A Fiberglass",N,0,5,N,100,N,2050A Fiberglass,C4,Y,23.5,100,Power,F,10,24,C1,Y,8,100,Power,S,20,FV
Y,A,LVA,Y,USD,"24"" 2000A",N,6,5,Y,100,N,2000A,C4,Y,23.5,100,Power,W,10,24,,N,,,,N,,FV
Y,A,LVA,Y,USD,"24"" 2400A",N,6,5,Y,100,N,2400A,C4,Y,23.5,100,Power,W,10,24,,N,,,,N,,FV
